country_name,vaccine_name,missing_data_count
Norway,Influenza child age group 1,6
Norway,Influenza child age group 2,6
Norway,Influenza pregnant women,6
Norway,Influenza residents living in long term care facilities,6
Norway,"Measles-containing vaccine, 1st dose",6
Norway,"Pertussis-containing vaccine, pregnant women",6
Norway,"Polio, 3rd dose",6
Norway,Typhoid,6
Norway,Typhoid conjugate vaccine,6
Oman,Influenza all persons above >6 months (universal recommendation),6
Oman,Influenza child age group 2,6
Oman,Influenza residents living in long term care facilities,6
Oman,Protection at birth (PAB) against neonatal tetanus,6
Oman,Typhoid,6
Oman,Typhoid conjugate vaccine,6
Pakistan,Influenza all persons above >6 months (universal recommendation),6
Pakistan,Influenza child age group 1,6
Pakistan,Influenza child age group 2,6
Pakistan,Influenza chronic adult,6
Pakistan,Influenza chronic pediatric,6
Pakistan,Influenza health care workers,6
Pakistan,Influenza older persons,6
Pakistan,Influenza pregnant women,6
Pakistan,Influenza residents living in long term care facilities,6
Pakistan,"Pertussis-containing vaccine, pregnant women",6
Palau,"DTP-containing vaccine, 1st dose",6
Palau,"DTP-containing vaccine, 3rd dose",6
Palau,"Diphtheria-containing vaccine, 5th dose (2nd booster)",6
Palau,Influenza all persons above >6 months (universal recommendation),6
Palau,Influenza child age group 1,6
Palau,Influenza child age group 2,6
Palau,Influenza chronic adult,6
Palau,Influenza chronic pediatric,6
Palau,Influenza health care workers,6
Palau,Influenza older persons,6
Palau,Influenza pregnant women,6
Palau,Influenza residents living in long term care facilities,6
Palau,"Japanese encephalitis vaccine, 1st dose",6
Palau,"Japanese encephalitis vaccine, last dose",6
Palau,"Pertussis-containing vaccine, pregnant women",6
Palau,Typhoid,6
Palau,Typhoid conjugate vaccine,6
Panama,"HPV Vaccination program coverage, first dose, males",6
Panama,"HPV Vaccination program coverage, last dose, males",6
Panama,Influenza all persons above >6 months (universal recommendation),6
Panama,Influenza residents living in long term care facilities,6
Panama,Typhoid,6
Panama,Typhoid conjugate vaccine,6
Papua New Guinea,Influenza all persons above >6 months (universal recommendation),6
Papua New Guinea,Influenza child age group 1,6
Papua New Guinea,Influenza child age group 2,6
Papua New Guinea,Influenza chronic adult,6
Papua New Guinea,Influenza chronic pediatric,6
Papua New Guinea,Influenza health care workers,6
Papua New Guinea,Influenza older persons,6
Papua New Guinea,Influenza pregnant women,6
Papua New Guinea,Influenza residents living in long term care facilities,6
Papua New Guinea,"Japanese encephalitis vaccine, 1st dose",6
Papua New Guinea,"Japanese encephalitis vaccine, last dose",6
Papua New Guinea,"Pertussis-containing vaccine, pregnant women",6
Papua New Guinea,"Pneumococcal conjugate vaccine, 2nd dose",6
Papua New Guinea,Typhoid,6
Papua New Guinea,Typhoid conjugate vaccine,6
Paraguay,Influenza all persons above >6 months (universal recommendation),6
Paraguay,Influenza chronic adult,6
Paraguay,Influenza chronic pediatric,6
Paraguay,Influenza other,6
Paraguay,Influenza residents living in long term care facilities,6
Paraguay,Typhoid,6
Paraguay,Typhoid conjugate vaccine,6
Peru,"HPV Vaccination coverage by age 15, first dose, females",6
Peru,"HPV Vaccination coverage by age 15, last dose, females",6
Peru,Influenza all persons above >6 months (universal recommendation),6
Peru,Influenza chronic adult,6
Peru,Influenza health care workers,6
Peru,Influenza other,6
Peru,Influenza residents living in long term care facilities,6
Peru,Typhoid,6
Peru,Typhoid conjugate vaccine,6
Philippines,"HepB, birth dose total (including those given within and after 24 hours of birth)",6
Philippines,Influenza all persons above >6 months (universal recommendation),6
Philippines,Influenza child age group 1,6
Philippines,Influenza child age group 2,6
Philippines,Influenza chronic adult,6
Philippines,Influenza chronic pediatric,6
Philippines,Influenza health care workers,6
Philippines,Influenza pregnant women,6
Philippines,Influenza residents living in long term care facilities,6
Philippines,"Japanese encephalitis vaccine, last dose",6
Philippines,Typhoid,6
Philippines,Typhoid conjugate vaccine,6
Poland,Influenza older persons,6
Poland,"Pertussis-containing vaccine, pregnant women",6
Poland,Typhoid conjugate vaccine,6
Portugal,"Diphtheria-containing vaccine, 4th dose (1st booster)",6
Portugal,"Diphtheria-containing vaccine, 5th dose (2nd booster)",6
Portugal,Influenza all persons above >6 months (universal recommendation),6
Portugal,Influenza child age group 1,6
Portugal,Influenza child age group 2,6
Portugal,Influenza chronic adult,6
Portugal,Influenza chronic pediatric,6
Portugal,"Pertussis-containing vaccine, 4th dose (1st booster)",6
Portugal,"Tetanus-containing vaccine, 4th dose (1st booster)",6
Portugal,"Tetanus-containing vaccine, 5th dose (2nd booster)",6
Portugal,"Tetanus-containing vaccine, 6th dose (3rd booster)",6
Portugal,Typhoid,6
Portugal,Typhoid conjugate vaccine,6
Qatar,"Pertussis-containing vaccine, pregnant women",6
Qatar,Typhoid conjugate vaccine,6
Republic of Korea,BCG (Baccille Calmette Guérin) vaccine,6
Republic of Korea,"HPV Vaccination program coverage, first dose, females",6
Republic of Korea,Influenza chronic adult,6
Republic of Korea,Influenza chronic pediatric,6
Republic of Korea,Influenza health care workers,6
Republic of Korea,Influenza residents living in long term care facilities,6
Republic of Korea,"Pertussis-containing vaccine, pregnant women",6
Republic of Korea,"Polio, 3rd dose",6
Republic of Korea,Typhoid,6
Republic of Korea,Typhoid conjugate vaccine,6
Republic of Moldova,Influenza all persons above >6 months (universal recommendation),6
Republic of Moldova,Influenza child age group 1,6
Republic of Moldova,Influenza child age group 2,6
Republic of Moldova,Influenza older persons,6
Republic of Moldova,"Pertussis-containing vaccine, pregnant women",6
Republic of Moldova,Typhoid conjugate vaccine,6
Romania,"HepB, birth dose (given within 24 hours of birth)",6
Romania,Influenza all persons above >6 months (universal recommendation),6
Romania,Influenza chronic adult,6
Romania,Influenza chronic pediatric,6
Romania,Influenza pregnant women,6
Romania,Influenza residents living in long term care facilities,6
Romania,"Pertussis-containing vaccine, 4th dose (1st booster)",6
Romania,"Pertussis-containing vaccine, pregnant women",6
Romania,"Tetanus-containing vaccine, 4th dose (1st booster)",6
Romania,Typhoid,6
Romania,Typhoid conjugate vaccine,6
Russian Federation,Influenza chronic adult,6
Russian Federation,Influenza chronic pediatric,6
Russian Federation,Influenza residents living in long term care facilities,6
Russian Federation,"Pertussis-containing vaccine, pregnant women",6
Russian Federation,Typhoid,6
Russian Federation,Typhoid conjugate vaccine,6
Rwanda,"HPV Female, final dose",6
Rwanda,Influenza all persons above >6 months (universal recommendation),6
Rwanda,Influenza child age group 1,6
Rwanda,Influenza child age group 2,6
Rwanda,Influenza chronic adult,6
Rwanda,Influenza chronic pediatric,6
Rwanda,Influenza health care workers,6
Rwanda,Influenza older persons,6
Rwanda,Influenza pregnant women,6
Rwanda,Influenza residents living in long term care facilities,6
Rwanda,"Pertussis-containing vaccine, pregnant women",6
Rwanda,Typhoid,6
Rwanda,Typhoid conjugate vaccine,6
Saint Kitts and Nevis,Influenza all persons above >6 months (universal recommendation),6
Saint Kitts and Nevis,Influenza child age group 1,6
Saint Kitts and Nevis,Influenza child age group 2,6
Saint Kitts and Nevis,Influenza chronic pediatric,6
Saint Kitts and Nevis,Influenza health care workers,6
Saint Kitts and Nevis,Influenza older persons,6
Saint Kitts and Nevis,Influenza other,6
Saint Kitts and Nevis,Influenza residents living in long term care facilities,6
Saint Kitts and Nevis,"Pertussis-containing vaccine, pregnant women",6
Saint Kitts and Nevis,Typhoid,6
Saint Kitts and Nevis,Typhoid conjugate vaccine,6
Saint Lucia,"HepB, birth dose total (including those given within and after 24 hours of birth)",6
Saint Lucia,Influenza all persons above >6 months (universal recommendation),6
Saint Lucia,Influenza chronic adult,6
Saint Lucia,Influenza health care workers,6
Saint Lucia,Influenza older persons,6
Saint Lucia,Influenza other,6
Saint Lucia,Influenza residents living in long term care facilities,6
Saint Lucia,"Pertussis-containing vaccine, pregnant women",6
Saint Lucia,Typhoid,6
Saint Lucia,Typhoid conjugate vaccine,6
Saint Vincent and the Grenadines,"Diphtheria-containing vaccine, 6th dose (3rd booster)",6
Saint Vincent and the Grenadines,"HepB, birth dose total (including those given within and after 24 hours of birth)",6
Saint Vincent and the Grenadines,Influenza child age group 1,6
Saint Vincent and the Grenadines,Influenza child age group 2,6
Saint Vincent and the Grenadines,Influenza chronic pediatric,6
Saint Vincent and the Grenadines,"Pertussis-containing vaccine, pregnant women",6
Saint Vincent and the Grenadines,"Tetanus-containing vaccine, 6th dose (3rd booster)",6
Saint Vincent and the Grenadines,Typhoid conjugate vaccine,6
Samoa,BCG (Baccille Calmette Guérin) vaccine,6
Samoa,"DTP-containing vaccine, 3rd dose",6
Samoa,"HepB, birth dose (given within 24 hours of birth)",6
Samoa,Influenza all persons above >6 months (universal recommendation),6
Samoa,Influenza child age group 1,6
Samoa,Influenza child age group 2,6
Samoa,Influenza chronic adult,6
Samoa,Influenza chronic pediatric,6
Samoa,Influenza health care workers,6
Samoa,Influenza older persons,6
Samoa,Influenza pregnant women,6
Samoa,Influenza residents living in long term care facilities,6
Samoa,"Japanese encephalitis vaccine, 1st dose",6
Samoa,"Japanese encephalitis vaccine, last dose",6
Samoa,"Pertussis-containing vaccine, pregnant women",6
Samoa,"Polio, 3rd dose",6
Samoa,Typhoid,6
San Marino,"HPV Vaccination coverage by age 15, first dose, females",6
San Marino,"HPV Vaccination coverage by age 15, last dose, females",6
San Marino,Influenza all persons above >6 months (universal recommendation),6
San Marino,Influenza child age group 1,6
San Marino,Influenza child age group 2,6
San Marino,"Pertussis-containing vaccine, pregnant women",6
San Marino,Typhoid,6
San Marino,Typhoid conjugate vaccine,6
Sao Tome and Principe,"HPV Female, final dose",6
Sao Tome and Principe,"Inactivated polio-containing vaccine, 1st dose",6
Saudi Arabia,BCG (Baccille Calmette Guérin) vaccine,6
Saudi Arabia,Influenza child age group 2,6
Saudi Arabia,Influenza chronic adult,6
Saudi Arabia,Influenza chronic pediatric,6
Saudi Arabia,Influenza residents living in long term care facilities,6
Saudi Arabia,"Pertussis-containing vaccine, pregnant women",6
Saudi Arabia,Typhoid,6
Saudi Arabia,Typhoid conjugate vaccine,6
Senegal,"Inactivated polio-containing vaccine, 2nd dose",6
Senegal,Influenza all persons above >6 months (universal recommendation),6
Senegal,Influenza child age group 1,6
Senegal,Influenza child age group 2,6
Senegal,Influenza chronic adult,6
Senegal,Influenza chronic pediatric,6
Senegal,Influenza health care workers,6
Senegal,Influenza older persons,6
Senegal,Influenza pregnant women,6
Senegal,Influenza residents living in long term care facilities,6
Senegal,"Pertussis-containing vaccine, pregnant women",6
Senegal,Typhoid,6
Senegal,Typhoid conjugate vaccine,6
Serbia,Influenza all persons above >6 months (universal recommendation),6
Serbia,Influenza child age group 1,6
Serbia,Influenza child age group 2,6
Serbia,Influenza chronic adult,6
Serbia,Influenza chronic pediatric,6
Serbia,Influenza pregnant women,6
Serbia,Influenza residents living in long term care facilities,6
Serbia,"Pertussis-containing vaccine, pregnant women",6
Serbia,Typhoid,6
Serbia,Typhoid conjugate vaccine,6
Seychelles,BCG (Baccille Calmette Guérin) vaccine,6
Seychelles,Influenza all persons above >6 months (universal recommendation),6
Seychelles,Influenza child age group 1,6
Seychelles,Influenza child age group 2,6
Seychelles,Influenza chronic adult,6
Seychelles,Influenza chronic pediatric,6
Seychelles,Influenza health care workers,6
Seychelles,Influenza older persons,6
Seychelles,Influenza pregnant women,6
Seychelles,Influenza residents living in long term care facilities,6
Seychelles,"Pertussis-containing vaccine, pregnant women",6
Seychelles,"Pneumococcal conjugate vaccine, 2nd dose",6
Seychelles,Typhoid conjugate vaccine,6
Sierra Leone,Influenza all persons above >6 months (universal recommendation),6
Sierra Leone,Influenza child age group 2,6
Sierra Leone,Influenza chronic adult,6
Sierra Leone,Influenza chronic pediatric,6
Sierra Leone,Influenza health care workers,6
Sierra Leone,Influenza older persons,6
Sierra Leone,Influenza pregnant women,6
Sierra Leone,Influenza residents living in long term care facilities,6
Sierra Leone,"Pertussis-containing vaccine, pregnant women",6
Sierra Leone,"Pneumococcal conjugate vaccine, 1st dose",6
Sierra Leone,Typhoid,6
Sierra Leone,Typhoid conjugate vaccine,6
Singapore,"Diphtheria-containing vaccine, 6th dose (3rd booster)",6
Singapore,"Fractional inactivated polio-containing vaccine, 1st dose",6
Singapore,"Fractional inactivated polio-containing vaccine, 2nd dose",6
Singapore,"HPV Male, final dose",6
Singapore,"Pneumococcal conjugate vaccine, 2nd dose",6
Singapore,"Tetanus-containing vaccine, 6th dose (3rd booster)",6
Slovakia,Influenza child age group 2,6
Slovakia,Influenza chronic adult,6
Slovakia,Influenza chronic pediatric,6
Slovakia,Influenza health care workers,6
Slovakia,Influenza pregnant women,6
Slovakia,"Pertussis-containing vaccine, pregnant women",6
Slovakia,Typhoid,6
Slovakia,Typhoid conjugate vaccine,6
Slovenia,"Diphtheria-containing vaccine, 5th dose (2nd booster)",6
Slovenia,Influenza child age group 1,6
Slovenia,Influenza chronic adult,6
Slovenia,Influenza chronic pediatric,6
Slovenia,Influenza residents living in long term care facilities,6
Slovenia,"Pertussis-containing vaccine, pregnant women",6
Slovenia,"Tetanus-containing vaccine, 5th dose (2nd booster)",6
Slovenia,Typhoid,6
Slovenia,Typhoid conjugate vaccine,6
Solomon Islands,"HPV Female, final dose",6
Solomon Islands,Influenza all persons above >6 months (universal recommendation),6
Solomon Islands,Influenza child age group 1,6
Solomon Islands,Influenza child age group 2,6
Solomon Islands,Influenza chronic adult,6
Solomon Islands,Influenza chronic pediatric,6
Solomon Islands,Influenza health care workers,6
Solomon Islands,Influenza older persons,6
Solomon Islands,Influenza pregnant women,6
Solomon Islands,Influenza residents living in long term care facilities,6
Solomon Islands,"Japanese encephalitis vaccine, last dose",6
Solomon Islands,"Pertussis-containing vaccine, pregnant women",6
